order_id,customer_id,order_date,status,payment_method,shipping_country,shipping_city
2756,853,2024-08-27 11:46:04,cancelled,paypal,Italy,Amsterdam
2757,375,2024-04-28 13:47:42,paid,bank_transfer,India,Sydney
2758,1522,2021-10-23 08:08:47,shipped,credit_card,Australia,Bangalore
2759,1189,2023-01-09 19:52:52,shipped,paypal,Canada,New York
2760,1188,2020-04-07 07:14:16,paid,bank_transfer,Spain,Toronto
2761,1334,2022-05-01 08:26:00,paid,google_pay,Canada,Amsterdam
2762,1394,2020-08-02 12:25:22,paid,paypal,India,Amsterdam
2763,1288,2020-03-17 06:03:07,shipped,credit_card,India,Los Angeles
2764,447,2024-05-24 16:48:53,shipped,credit_card,United States,Sydney
2765,46,2021-10-29 13:00:51,paid,google_pay,Germany,Chicago
2766,84,2022-04-11 05:43:43,shipped,paypal,Australia,Berlin
2767,131,2021-09-10 14:21:56,shipped,paypal,United Kingdom,Chicago
2768,276,2024-11-23 08:13:21,shipped,credit_card,Netherlands,Bangalore
2769,1205,2022-06-13 22:42:40,paid,credit_card,India,Mumbai
2770,126,2022-11-12 22:50:46,shipped,apple_pay,Italy,London
2771,652,2020-08-10 03:51:49,paid,credit_card,Australia,Vancouver
2772,1790,2021-09-17 08:39:57,cancelled,bank_transfer,United Kingdom,Madrid
2773,1985,2023-01-06 18:13:43,shipped,paypal,India,Berlin
2774,693,2021-12-22 05:15:11,shipped,google_pay,Germany,Rome
2775,1895,2023-05-29 06:47:49,cancelled,bank_transfer,Canada,Melbourne
2776,64,2024-10-11 13:24:16,shipped,bank_transfer,Germany,Berlin
2777,919,2021-06-04 09:25:01,pending,credit_card,United Kingdom,Bangalore
2778,1134,2024-08-14 08:52:10,shipped,bank_transfer,Italy,Melbourne
2779,697,2020-01-28 16:27:21,shipped,credit_card,Spain,Los Angeles
2780,1319,2023-08-29 18:15:12,cancelled,google_pay,United Kingdom,Bangalore
2781,1979,2024-04-27 09:57:10,pending,credit_card,France,Sydney
2782,1929,2024-11-17 18:21:49,shipped,google_pay,United Kingdom,Madrid
2783,555,2024-03-03 15:22:56,pending,paypal,Spain,London
2784,1379,2021-07-17 06:51:20,shipped,apple_pay,United Kingdom,Melbourne
2785,1168,2024-12-04 02:32:49,paid,apple_pay,Spain,Melbourne
2786,1363,2022-09-18 17:01:32,cancelled,apple_pay,Germany,London
2787,1526,2022-01-12 08:40:33,refunded,bank_transfer,Netherlands,London
2788,1608,2024-07-09 19:01:31,paid,google_pay,Spain,Amsterdam
2789,860,2022-09-06 16:30:08,cancelled,credit_card,Germany,Berlin
2790,241,2024-08-01 11:22:43,paid,bank_transfer,United States,London
2791,1524,2024-06-03 19:37:58,paid,credit_card,Germany,Toronto
2792,536,2021-07-19 19:09:30,paid,bank_transfer,Germany,Toronto
2793,1080,2020-03-30 08:53:27,shipped,google_pay,France,New York
2794,31,2020-03-24 19:32:31,paid,bank_transfer,Australia,Vancouver
2795,1828,2023-02-02 19:44:00,paid,bank_transfer,Spain,Toronto
2796,1445,2022-11-15 05:39:37,pending,paypal,Germany,Sydney
2797,1460,2020-09-24 17:46:54,shipped,apple_pay,India,Paris
2798,1172,2022-04-25 03:47:24,paid,paypal,Italy,Berlin
2799,515,2020-01-17 19:32:58,cancelled,paypal,Netherlands,Paris
2800,1773,2021-09-15 09:34:33,pending,credit_card,Canada,Rome
2801,78,2021-11-06 17:49:29,shipped,google_pay,Germany,Chicago
2802,1024,2024-07-02 19:27:55,paid,paypal,Germany,Los Angeles
2803,1363,2024-06-01 10:30:19,shipped,apple_pay,France,Bangalore
2804,107,2024-01-08 01:23:35,cancelled,bank_transfer,Spain,Rome
2805,1884,2021-01-14 20:34:40,cancelled,google_pay,Australia,Madrid
2806,827,2022-06-14 19:31:26,paid,apple_pay,United States,Chicago
2807,1259,2021-11-21 23:53:52,paid,credit_card,Germany,London
2808,1323,2020-04-16 08:08:48,cancelled,credit_card,India,Madrid
2809,1883,2022-03-22 13:27:27,paid,credit_card,Canada,Berlin
2810,224,2021-12-25 01:09:12,pending,apple_pay,Germany,Melbourne
2811,1734,2022-08-25 17:11:53,shipped,paypal,Italy,Vancouver
2812,1038,2023-05-19 19:19:50,cancelled,credit_card,Germany,Rome
2813,596,2022-09-02 21:03:08,shipped,bank_transfer,India,Melbourne
2814,115,2021-02-20 09:46:42,paid,credit_card,India,Berlin
2815,162,2024-07-04 08:52:43,cancelled,google_pay,India,Berlin
2816,710,2024-03-02 09:55:22,shipped,bank_transfer,India,Toronto
2817,1682,2024-02-15 12:59:36,paid,credit_card,United States,New York
2818,895,2024-01-31 07:56:34,paid,google_pay,Australia,Melbourne
2819,1949,2024-04-01 22:47:22,paid,google_pay,United States,Melbourne
2820,1040,2022-04-25 04:07:40,shipped,bank_transfer,United States,Bangalore
2821,6,2024-07-24 13:46:59,paid,apple_pay,Australia,Sydney
2822,1528,2024-12-14 05:02:41,shipped,bank_transfer,France,Sydney
2823,643,2022-05-17 10:02:51,shipped,bank_transfer,Netherlands,Vancouver
2824,1075,2024-11-16 16:35:36,shipped,paypal,Spain,Toronto
2825,1143,2022-01-22 00:09:01,pending,credit_card,United States,New York
2826,1402,2024-08-18 07:43:14,shipped,bank_transfer,France,Madrid
2827,1538,2023-03-07 21:49:17,shipped,credit_card,United States,Mumbai
2828,722,2020-09-04 12:42:46,paid,bank_transfer,Canada,Paris
2829,1979,2024-08-31 08:17:15,shipped,paypal,Netherlands,Bangalore
2830,512,2020-09-12 03:31:19,paid,credit_card,Australia,Rome
2831,1155,2024-05-08 18:51:16,pending,paypal,Australia,Chicago
2832,1685,2020-04-02 19:47:25,shipped,paypal,Italy,London
2833,991,2020-05-22 01:29:07,paid,google_pay,United Kingdom,Vancouver
2834,1353,2022-03-23 21:40:23,shipped,paypal,United Kingdom,Amsterdam
2835,879,2024-02-18 15:06:04,pending,credit_card,France,Sydney
2836,1415,2021-10-10 10:43:56,paid,paypal,India,Sydney
2837,774,2020-11-25 17:55:42,shipped,bank_transfer,India,Melbourne
2838,247,2023-03-29 20:01:01,shipped,credit_card,Spain,New York
2839,1868,2021-07-17 17:41:59,refunded,apple_pay,Netherlands,Rome
2840,76,2024-08-11 00:47:50,cancelled,credit_card,Canada,Paris
2841,265,2020-10-02 02:46:20,paid,credit_card,Italy,Mumbai
2842,1541,2024-10-09 21:28:46,pending,google_pay,Spain,Berlin
2843,698,2024-12-29 16:59:02,paid,apple_pay,France,Bangalore
2844,1764,2021-11-05 05:02:20,pending,credit_card,Spain,New York
2845,1926,2023-01-10 06:54:02,shipped,credit_card,France,Amsterdam
2846,1677,2022-06-01 08:27:34,shipped,google_pay,Italy,London
2847,555,2022-12-15 02:37:54,shipped,bank_transfer,Australia,Los Angeles
2848,1688,2022-08-13 08:47:44,shipped,paypal,Australia,Vancouver
2849,594,2024-01-27 01:18:34,refunded,bank_transfer,United Kingdom,New York
2850,1277,2021-04-17 21:06:29,paid,bank_transfer,Canada,Vancouver
2851,1698,2020-05-29 14:13:44,shipped,google_pay,France,Los Angeles
2852,94,2024-04-17 04:41:37,pending,apple_pay,India,New York
2853,467,2020-05-14 14:00:01,paid,paypal,Italy,Vancouver
2854,710,2022-04-30 08:50:42,paid,paypal,Germany,Bangalore
2855,707,2022-09-30 10:03:57,shipped,google_pay,Canada,Toronto
2856,1251,2020-10-01 23:14:43,paid,credit_card,India,Melbourne
2857,1932,2022-01-13 04:52:09,paid,apple_pay,Canada,Sydney
2858,1304,2022-03-04 06:59:41,refunded,google_pay,Canada,Los Angeles
2859,1450,2021-09-19 20:12:54,paid,credit_card,United Kingdom,Chicago
2860,532,2020-07-11 19:36:44,paid,bank_transfer,Australia,New York
2861,1670,2023-05-29 20:15:14,paid,paypal,Canada,Paris
2862,1939,2020-07-17 18:35:34,cancelled,paypal,Netherlands,London
2863,1536,2024-10-02 22:31:42,shipped,apple_pay,Canada,Madrid
2864,987,2021-08-17 06:09:06,paid,apple_pay,India,London
2865,366,2024-09-01 05:40:37,shipped,google_pay,Netherlands,Amsterdam
2866,308,2020-03-15 10:20:02,shipped,bank_transfer,Italy,Madrid
2867,1753,2022-08-21 17:47:07,shipped,apple_pay,Germany,Amsterdam
2868,1667,2024-12-12 13:49:45,paid,credit_card,France,Chicago
2869,1562,2023-05-20 09:17:59,shipped,paypal,Australia,Chicago
2870,123,2021-05-13 02:04:36,cancelled,google_pay,India,Bangalore
2871,1382,2022-04-27 17:54:48,paid,google_pay,Canada,Berlin
2872,110,2021-09-12 19:15:24,cancelled,paypal,France,Toronto
2873,1776,2022-01-20 18:03:09,shipped,credit_card,Canada,Madrid
2874,1342,2022-10-03 19:57:29,paid,apple_pay,United Kingdom,Sydney
2875,1690,2021-10-14 23:55:56,paid,google_pay,India,Bangalore
2876,296,2022-01-25 20:20:14,pending,paypal,Canada,Bangalore
2877,928,2021-05-11 10:19:27,refunded,paypal,United States,Melbourne
2878,653,2022-07-01 23:34:06,shipped,credit_card,Italy,Sydney
2879,516,2022-09-18 11:50:46,refunded,google_pay,Australia,Bangalore
2880,1048,2021-02-18 20:10:10,pending,paypal,Canada,Rome
2881,136,2022-01-18 07:35:07,shipped,credit_card,France,Paris
2882,1285,2021-03-25 18:23:30,cancelled,paypal,United States,Madrid
2883,1260,2024-05-04 13:10:43,shipped,bank_transfer,India,Los Angeles
2884,1248,2022-09-15 23:49:26,cancelled,credit_card,Spain,New York
2885,1357,2021-07-16 12:56:27,paid,google_pay,United States,Rome
2886,302,2020-08-27 15:59:31,paid,paypal,India,Paris
2887,541,2022-03-19 05:33:02,paid,bank_transfer,United Kingdom,Berlin
2888,163,2020-11-04 18:11:59,shipped,apple_pay,France,Chicago
2889,961,2024-10-31 14:04:10,refunded,paypal,Germany,Chicago
2890,1883,2023-03-03 17:55:16,paid,paypal,Canada,Melbourne
2891,924,2022-10-13 11:41:46,refunded,paypal,Spain,Melbourne
2892,125,2022-08-23 16:10:39,paid,credit_card,India,Vancouver
2893,1796,2022-12-05 17:13:59,paid,credit_card,United Kingdom,Mumbai
2894,1820,2024-07-30 17:01:07,paid,bank_transfer,France,Melbourne
2895,1496,2020-10-30 22:16:10,shipped,credit_card,France,Rome
2896,1402,2024-04-28 05:37:20,paid,credit_card,Australia,Vancouver
2897,1331,2021-12-07 21:36:38,pending,bank_transfer,Spain,Paris
2898,1694,2021-09-12 23:00:29,cancelled,credit_card,Spain,Sydney
2899,1385,2023-02-28 01:26:33,refunded,bank_transfer,Italy,Los Angeles
2900,1910,2020-12-01 09:58:23,shipped,apple_pay,France,Toronto
2901,1905,2024-09-06 07:59:40,shipped,credit_card,Netherlands,Amsterdam
2902,1262,2021-03-29 21:08:07,cancelled,paypal,Italy,Rome
2903,551,2024-08-16 00:09:12,paid,credit_card,France,Melbourne
2904,474,2023-09-30 22:02:02,paid,bank_transfer,Canada,Sydney
2905,187,2021-10-07 14:17:02,shipped,paypal,India,London
2906,1184,2022-11-09 22:00:33,cancelled,apple_pay,Netherlands,Chicago
2907,1390,2021-05-25 17:54:46,paid,apple_pay,Spain,Bangalore
2908,949,2021-06-17 02:57:57,shipped,bank_transfer,France,Vancouver
2909,1686,2022-04-15 02:28:41,shipped,credit_card,Spain,Paris
2910,1946,2023-03-22 13:22:49,paid,apple_pay,Canada,Toronto
2911,661,2020-11-18 03:47:57,paid,apple_pay,Canada,Paris
2912,1372,2022-12-28 19:42:18,paid,bank_transfer,France,New York
2913,402,2020-01-19 03:13:30,paid,bank_transfer,Italy,New York
2914,293,2020-10-15 05:37:41,shipped,bank_transfer,Netherlands,Vancouver
2915,763,2024-02-12 11:32:03,shipped,credit_card,United States,London
2916,1845,2020-05-13 20:58:06,cancelled,google_pay,Italy,London
2917,149,2023-11-28 16:43:59,paid,apple_pay,Germany,Sydney
2918,869,2025-01-01 01:21:41,paid,apple_pay,Netherlands,Toronto
2919,1523,2022-05-18 23:00:45,shipped,apple_pay,United States,Rome
2920,1757,2020-01-26 17:13:50,refunded,apple_pay,Germany,Rome
2921,15,2022-09-11 12:23:02,shipped,bank_transfer,India,Bangalore
2922,1104,2023-07-13 09:12:07,shipped,credit_card,Canada,Paris
2923,279,2021-05-25 16:57:29,cancelled,google_pay,United States,Sydney
2924,1073,2022-09-30 08:50:45,shipped,google_pay,United States,Chicago
2925,1924,2022-10-31 02:25:59,shipped,apple_pay,Canada,Chicago
2926,1199,2023-01-14 16:53:37,shipped,credit_card,France,Amsterdam
2927,116,2021-11-03 18:11:44,paid,bank_transfer,Netherlands,London
2928,1502,2020-06-05 23:37:51,shipped,credit_card,United States,Amsterdam
2929,1640,2022-06-17 13:25:07,paid,bank_transfer,Spain,Madrid
2930,1508,2023-03-29 06:35:17,refunded,google_pay,Australia,Toronto
2931,1415,2022-04-20 11:13:18,paid,credit_card,Italy,London
2932,1193,2024-06-30 18:47:07,paid,google_pay,Australia,Paris
2933,1751,2023-05-09 23:41:14,shipped,paypal,France,Sydney
2934,875,2020-11-18 02:26:05,refunded,credit_card,United Kingdom,Madrid
2935,1536,2020-06-19 09:53:26,paid,google_pay,France,Chicago
2936,170,2020-02-04 07:58:55,paid,apple_pay,India,Rome
2937,40,2020-01-15 04:04:54,paid,apple_pay,United States,Bangalore
2938,1245,2021-08-03 14:02:06,shipped,credit_card,Italy,Paris
2939,936,2023-11-02 01:20:48,paid,google_pay,United Kingdom,Rome
2940,1557,2022-09-18 11:56:39,paid,credit_card,United States,London
2941,1055,2023-11-06 13:32:53,refunded,bank_transfer,France,New York
2942,335,2021-03-01 12:15:58,cancelled,bank_transfer,United Kingdom,Melbourne
2943,1605,2024-05-23 23:53:09,paid,google_pay,India,Chicago
2944,106,2021-11-25 09:03:16,pending,paypal,France,London
2945,855,2020-02-21 11:40:59,paid,google_pay,India,Madrid
2946,492,2020-02-03 06:45:34,shipped,paypal,United Kingdom,Berlin
2947,196,2023-06-08 16:49:32,cancelled,bank_transfer,India,Madrid
2948,739,2021-09-19 06:26:02,paid,bank_transfer,Italy,Melbourne
2949,78,2024-04-14 16:34:31,paid,google_pay,India,Chicago
2950,1127,2023-08-24 18:11:14,shipped,credit_card,United Kingdom,London
2951,378,2021-04-14 22:00:56,paid,apple_pay,United States,Vancouver
2952,761,2022-10-06 08:28:49,paid,paypal,United States,Vancouver
2953,1435,2020-12-31 20:41:41,paid,paypal,Italy,Paris
2954,73,2022-11-21 07:55:24,paid,credit_card,United States,Madrid
2955,776,2021-12-13 23:01:35,refunded,paypal,Spain,Sydney
2956,1292,2024-07-01 01:16:26,refunded,bank_transfer,Canada,Sydney
2957,1270,2022-11-29 15:50:22,paid,paypal,Spain,Bangalore
2958,302,2021-04-20 19:42:28,paid,credit_card,Italy,Mumbai
2959,1835,2022-07-04 15:21:36,pending,paypal,France,Melbourne
2960,1029,2021-12-01 18:38:39,cancelled,bank_transfer,France,Vancouver
2961,1952,2023-03-28 05:04:28,shipped,apple_pay,Netherlands,Los Angeles
2962,660,2020-04-05 00:56:58,pending,bank_transfer,Netherlands,Bangalore
2963,656,2024-03-20 17:17:38,shipped,google_pay,Germany,Vancouver
2964,1452,2022-01-03 10:13:14,paid,google_pay,Canada,Chicago
2965,1642,2020-02-27 02:52:35,shipped,credit_card,Canada,Sydney
2966,513,2021-03-29 10:06:43,paid,paypal,Australia,Melbourne
2967,15,2023-04-14 07:59:07,paid,apple_pay,India,Paris
2968,444,2020-03-03 06:38:53,pending,google_pay,Germany,Bangalore
2969,827,2022-03-06 04:56:13,pending,bank_transfer,Spain,London
2970,889,2024-12-27 20:25:38,cancelled,bank_transfer,Germany,Madrid
2971,1088,2022-11-19 04:38:40,paid,google_pay,Italy,Amsterdam
2972,1844,2020-05-14 16:19:47,shipped,google_pay,France,Paris
2973,834,2021-11-01 04:47:17,paid,apple_pay,Italy,Melbourne
2974,578,2024-06-13 14:26:02,paid,google_pay,Spain,Rome
2975,1313,2022-08-05 16:59:07,shipped,bank_transfer,India,Chicago
2976,453,2024-09-16 01:28:58,refunded,credit_card,Netherlands,Mumbai
2977,1841,2024-08-18 22:26:02,paid,paypal,Italy,Vancouver
2978,1339,2023-06-14 20:28:52,cancelled,google_pay,India,Amsterdam
2979,316,2024-03-26 18:39:01,paid,apple_pay,United Kingdom,New York
2980,1976,2022-10-16 02:39:15,refunded,bank_transfer,Canada,Rome
2981,700,2021-10-02 00:50:42,refunded,apple_pay,Italy,Madrid
2982,1859,2022-04-21 13:54:27,paid,google_pay,United Kingdom,Toronto
2983,355,2021-05-20 18:28:24,shipped,bank_transfer,Germany,Toronto
2984,1857,2021-08-16 09:58:35,shipped,apple_pay,France,Rome
2985,391,2023-04-04 06:51:14,refunded,credit_card,India,Madrid
2986,675,2022-11-02 08:37:20,refunded,bank_transfer,Germany,Sydney
2987,755,2024-12-17 05:03:08,shipped,paypal,Italy,Sydney
2988,890,2024-03-25 10:59:00,paid,google_pay,Australia,Paris
2989,611,2024-04-19 11:02:10,pending,credit_card,Canada,Vancouver
2990,764,2020-09-16 08:08:35,shipped,apple_pay,India,New York
2991,1065,2020-12-27 20:36:41,shipped,credit_card,India,Madrid
2992,640,2020-09-27 07:07:35,shipped,bank_transfer,United Kingdom,Toronto
2993,587,2021-12-08 17:07:00,paid,bank_transfer,Netherlands,Rome
2994,1022,2020-05-04 03:18:19,paid,google_pay,Germany,Melbourne
2995,1337,2023-06-26 12:50:01,paid,credit_card,Netherlands,Berlin
2996,1353,2021-05-19 17:06:36,refunded,bank_transfer,Spain,Los Angeles
2997,1669,2024-02-20 05:40:04,shipped,credit_card,Italy,Bangalore
2998,141,2024-01-22 22:44:57,paid,apple_pay,Italy,Chicago
2999,1988,2024-07-03 02:59:20,shipped,paypal,Germany,Sydney
3000,1024,2022-08-10 05:29:01,paid,paypal,United States,Chicago
3001,146,2021-06-24 06:55:12,pending,apple_pay,France,Sydney
3002,1956,2022-11-27 07:32:08,paid,apple_pay,India,Vancouver
3003,533,2021-09-03 08:44:46,refunded,credit_card,India,Sydney
3004,1694,2020-01-04 15:15:48,paid,credit_card,Italy,Rome
3005,857,2022-02-15 12:24:50,shipped,bank_transfer,France,Rome
3006,1642,2023-01-13 16:25:08,refunded,paypal,Netherlands,Amsterdam
3007,394,2021-08-04 18:31:43,shipped,paypal,France,Amsterdam
3008,330,2021-05-10 15:49:52,shipped,google_pay,Spain,New York
3009,1711,2023-12-31 08:11:54,paid,credit_card,France,Rome
3010,1175,2023-03-27 15:05:13,paid,paypal,Australia,Madrid
3011,1074,2022-08-17 17:07:56,shipped,google_pay,France,Berlin
3012,199,2024-10-04 06:31:26,pending,bank_transfer,Italy,Berlin
3013,181,2020-02-13 16:12:30,cancelled,paypal,United Kingdom,Madrid
3014,183,2021-06-20 23:47:14,shipped,bank_transfer,Netherlands,Los Angeles
3015,766,2024-07-08 15:05:27,cancelled,credit_card,France,London
3016,1250,2021-11-13 05:23:48,paid,paypal,India,Los Angeles
3017,1596,2021-12-01 20:52:54,paid,bank_transfer,Australia,Toronto
3018,1570,2021-01-27 20:08:41,pending,apple_pay,Germany,Melbourne
3019,1168,2023-03-31 11:54:20,pending,credit_card,France,Berlin
3020,705,2020-11-23 12:24:37,shipped,apple_pay,Australia,London
3021,1205,2021-01-23 16:16:11,shipped,credit_card,France,London
3022,699,2023-07-11 16:25:47,paid,credit_card,Australia,Los Angeles
3023,3,2023-12-10 20:56:24,paid,bank_transfer,Canada,Chicago
3024,1069,2021-02-26 17:50:35,shipped,apple_pay,Germany,London
3025,1511,2021-05-01 10:25:37,shipped,google_pay,United Kingdom,Chicago
3026,265,2021-02-27 17:34:09,shipped,bank_transfer,United States,Sydney
3027,1521,2022-01-23 02:52:57,paid,credit_card,Canada,Vancouver
3028,617,2021-04-17 16:15:10,shipped,credit_card,Spain,Los Angeles
3029,1890,2020-08-20 19:31:34,pending,credit_card,Spain,Los Angeles
3030,173,2023-07-03 18:49:48,paid,google_pay,Canada,Toronto
3031,557,2021-01-31 12:30:23,paid,bank_transfer,United States,Madrid
3032,1667,2020-01-17 10:57:22,paid,apple_pay,Australia,Bangalore
3033,270,2024-07-17 23:19:22,paid,credit_card,United States,Amsterdam
3034,721,2024-08-20 03:50:56,shipped,google_pay,France,Bangalore
3035,1418,2024-12-12 22:19:41,shipped,apple_pay,Germany,Sydney
3036,122,2024-04-29 21:42:54,paid,bank_transfer,United Kingdom,Bangalore
3037,1026,2023-10-21 02:11:18,pending,bank_transfer,Canada,Los Angeles
3038,1004,2020-02-21 02:15:04,refunded,google_pay,Canada,Bangalore
3039,1729,2024-11-21 20:53:18,paid,paypal,Spain,Chicago
3040,1055,2020-02-17 09:29:21,shipped,google_pay,Germany,London
3041,368,2022-01-07 03:48:37,shipped,paypal,Italy,Mumbai
3042,1787,2021-11-24 23:47:10,pending,credit_card,Spain,Bangalore
3043,1861,2024-06-04 14:13:48,shipped,bank_transfer,United States,Paris
3044,1237,2023-04-21 12:41:05,paid,credit_card,Australia,Los Angeles
3045,1579,2023-05-11 19:18:06,paid,google_pay,India,Mumbai
3046,1066,2022-11-06 19:57:13,paid,google_pay,United States,London
3047,660,2024-10-20 11:57:34,refunded,paypal,France,London
3048,968,2021-12-27 06:38:32,shipped,apple_pay,Canada,Chicago
3049,1127,2023-06-30 12:14:56,refunded,credit_card,Italy,Rome
3050,1633,2022-01-25 18:57:05,shipped,paypal,United States,Berlin
3051,1528,2022-02-14 04:36:12,paid,apple_pay,Spain,Los Angeles
3052,632,2024-08-22 01:36:56,paid,bank_transfer,Italy,Rome
3053,12,2022-03-16 20:52:04,paid,bank_transfer,Italy,London
3054,1698,2023-07-01 09:49:29,shipped,google_pay,India,New York
3055,1385,2024-06-29 16:05:24,paid,credit_card,Spain,New York
3056,539,2021-11-27 05:30:22,paid,paypal,Spain,Paris
3057,1793,2023-02-23 02:26:07,paid,apple_pay,Australia,Amsterdam
3058,1536,2021-07-12 09:02:59,pending,paypal,Netherlands,Mumbai
3059,1594,2021-07-07 17:34:35,shipped,apple_pay,United Kingdom,Bangalore
3060,1322,2020-08-06 04:26:24,shipped,credit_card,India,Los Angeles
3061,1277,2022-04-03 07:18:22,shipped,google_pay,Italy,London
3062,8,2022-12-27 15:57:07,paid,paypal,Canada,Sydney
3063,538,2024-05-31 21:05:37,shipped,paypal,France,Bangalore
3064,638,2021-01-18 12:44:47,paid,paypal,Canada,Paris
3065,951,2021-10-17 17:27:16,paid,paypal,United States,Chicago
3066,1179,2023-05-17 21:45:53,paid,paypal,United Kingdom,Melbourne
3067,1443,2024-09-12 12:23:37,shipped,credit_card,Italy,Rome
3068,431,2020-09-05 19:26:24,pending,apple_pay,United States,Los Angeles
3069,1176,2020-09-27 15:40:19,shipped,google_pay,Spain,Amsterdam
3070,799,2024-09-11 06:26:08,pending,credit_card,Germany,Madrid
3071,1297,2022-07-04 13:16:47,pending,paypal,Canada,Toronto
3072,569,2020-07-19 21:00:35,paid,paypal,Italy,New York
3073,1066,2022-08-19 13:58:27,pending,paypal,Italy,Mumbai
3074,1111,2022-10-31 06:23:41,shipped,google_pay,France,Chicago
3075,1669,2024-12-18 18:43:14,paid,apple_pay,France,New York
3076,870,2021-09-06 00:39:28,shipped,paypal,Netherlands,Melbourne
3077,1239,2023-03-05 17:10:08,paid,paypal,United States,Melbourne
3078,1107,2021-07-21 04:50:07,refunded,apple_pay,Netherlands,New York
3079,667,2024-03-20 19:42:08,shipped,bank_transfer,United Kingdom,Berlin
3080,123,2024-09-10 09:21:37,paid,paypal,Netherlands,Los Angeles
3081,329,2022-07-23 04:36:10,paid,paypal,United States,Melbourne
3082,1721,2021-08-07 01:58:41,paid,paypal,United States,Chicago
3083,1397,2024-06-08 03:04:06,shipped,google_pay,India,Rome
3084,1297,2023-05-06 07:46:11,refunded,credit_card,India,Sydney
3085,76,2022-03-07 09:17:27,paid,paypal,Netherlands,Mumbai
3086,1056,2022-08-03 10:31:16,paid,bank_transfer,Australia,London
3087,922,2023-11-10 03:25:39,paid,paypal,Spain,Sydney
3088,1370,2022-11-24 21:07:13,paid,credit_card,Italy,Los Angeles
3089,1372,2023-11-28 19:48:11,pending,google_pay,United States,Los Angeles
3090,513,2020-03-23 17:32:43,paid,credit_card,Germany,Toronto
3091,199,2020-02-21 07:33:55,paid,apple_pay,Australia,London
3092,1090,2022-11-07 09:56:40,paid,paypal,Spain,Rome
3093,770,2021-11-21 07:48:07,paid,bank_transfer,India,Sydney
3094,1467,2024-10-25 18:32:16,shipped,paypal,Spain,Paris
3095,860,2020-06-19 10:08:04,paid,credit_card,United Kingdom,Paris
3096,256,2020-06-06 09:16:01,refunded,credit_card,Netherlands,Los Angeles
3097,1754,2024-11-18 18:04:59,shipped,apple_pay,India,New York
3098,1744,2021-10-09 11:14:11,pending,credit_card,Italy,Mumbai
3099,818,2020-08-25 10:12:29,paid,google_pay,Germany,Sydney
3100,892,2021-08-14 18:07:07,shipped,apple_pay,Canada,Vancouver
3101,898,2021-10-02 01:49:19,shipped,paypal,France,Paris
3102,1669,2023-06-10 08:11:26,cancelled,bank_transfer,Spain,Mumbai
3103,1738,2020-08-17 10:15:28,refunded,credit_card,Netherlands,Mumbai
3104,926,2020-11-11 16:42:04,paid,apple_pay,Canada,New York
3105,1963,2022-01-29 09:35:44,refunded,paypal,United Kingdom,Madrid
3106,722,2023-06-07 12:45:39,refunded,apple_pay,France,Mumbai
3107,828,2021-05-16 10:33:26,shipped,apple_pay,Spain,London
3108,831,2023-01-25 10:03:35,shipped,credit_card,France,Berlin
3109,258,2022-11-13 13:43:22,cancelled,apple_pay,Germany,London
3110,334,2022-12-10 01:01:26,cancelled,apple_pay,France,London
3111,1858,2022-05-03 00:06:40,paid,google_pay,United States,Los Angeles
3112,1454,2023-05-07 06:26:45,paid,apple_pay,Italy,Toronto
3113,971,2020-04-11 21:27:05,shipped,apple_pay,United States,Amsterdam
3114,1954,2023-10-19 01:18:42,paid,google_pay,Germany,Berlin
3115,1106,2021-09-09 15:33:17,shipped,paypal,Germany,Amsterdam
3116,838,2022-02-01 07:43:47,cancelled,credit_card,Australia,Vancouver
3117,1434,2022-06-28 23:16:54,paid,google_pay,Germany,Madrid
3118,1708,2021-09-20 11:22:15,refunded,bank_transfer,United States,Los Angeles
3119,34,2021-03-22 23:09:29,shipped,google_pay,Canada,Madrid
3120,819,2023-09-29 16:26:24,paid,google_pay,Germany,Chicago
3121,1708,2022-02-25 05:26:21,cancelled,google_pay,Netherlands,Chicago
3122,890,2023-03-25 21:01:33,shipped,paypal,Australia,Melbourne
3123,309,2023-03-09 16:51:30,cancelled,bank_transfer,France,Vancouver
3124,1668,2024-11-18 00:47:32,cancelled,credit_card,Australia,Rome
3125,592,2024-10-25 00:33:35,paid,apple_pay,Canada,London
3126,1679,2021-03-27 03:04:34,paid,bank_transfer,Spain,Toronto
3127,1867,2020-01-01 19:16:33,shipped,paypal,Italy,Chicago
3128,262,2022-12-13 23:06:42,shipped,paypal,Spain,Berlin
3129,85,2023-04-24 00:20:18,cancelled,google_pay,India,Madrid
3130,1126,2021-04-09 09:33:43,paid,credit_card,Italy,London
3131,1632,2020-02-29 01:48:05,paid,bank_transfer,India,Rome
3132,1246,2021-02-14 20:45:33,shipped,google_pay,Germany,Madrid
3133,608,2021-06-24 22:05:13,paid,paypal,Spain,Sydney
3134,920,2022-07-13 14:49:43,pending,google_pay,Spain,Berlin
3135,951,2020-11-06 17:12:27,paid,credit_card,Germany,Los Angeles
3136,1078,2023-12-13 09:24:13,paid,credit_card,Germany,Rome
3137,914,2023-04-10 22:12:15,paid,paypal,Italy,Amsterdam
3138,146,2022-10-25 16:44:37,refunded,credit_card,Netherlands,Sydney
3139,1,2020-06-16 12:42:56,shipped,credit_card,United States,Vancouver
3140,1086,2021-05-20 20:32:52,paid,google_pay,France,Chicago
