session_id,customer_id,session_start,device_type,traffic_source,landed_on_page
1850,21,2020-03-24 23:46:15,desktop,Ads,cart
1851,1704,2022-12-02 09:45:53,mobile,Direct,home
1852,1444,2024-10-01 17:28:38,mobile,Push Notification,checkout
1853,361,2023-07-03 00:18:40,desktop,Paid Social,cart
1854,115,2024-09-21 05:38:57,tablet,Direct,product
1855,1968,2021-02-14 17:39:48,desktop,Email,search
1856,430,2023-01-15 09:57:46,tablet,Organic Search,cart
1857,800,2021-04-18 05:38:55,mobile,Organic Search,checkout
1858,1111,2022-11-07 02:26:13,desktop,Email,product
1859,223,2022-10-11 18:27:40,mobile,Organic Search,checkout
1860,766,2023-02-24 12:54:12,desktop,Organic Search,checkout
1861,888,2020-07-08 23:08:39,tablet,Email,product
1862,1655,2024-08-30 15:12:55,mobile,Ads,product
1863,624,2023-07-23 17:48:04,mobile,Paid Social,search
1864,1945,2021-04-04 03:20:29,desktop,Email,checkout
1865,1209,2021-02-07 05:49:43,tablet,Direct,home
1866,226,2020-11-21 18:32:07,tablet,Push Notification,search
1867,915,2024-11-14 01:07:24,mobile,Direct,product
1868,1027,2024-10-28 14:44:22,desktop,Push Notification,home
1869,1158,2022-10-03 23:31:34,mobile,Direct,cart
1870,627,2021-08-24 17:07:54,desktop,Organic Search,checkout
1871,1027,2022-03-15 06:30:35,mobile,Direct,product
1872,748,2020-08-08 15:43:27,desktop,Direct,home
1873,1311,2022-10-31 18:53:25,desktop,Direct,search
1874,1878,2022-08-14 18:14:17,tablet,Push Notification,checkout
1875,583,2020-01-18 05:06:45,desktop,Paid Social,cart
1876,1769,2022-09-23 04:20:32,mobile,Paid Social,product
1877,84,2023-08-23 17:18:56,tablet,Ads,home
1878,957,2023-12-12 03:33:41,desktop,Paid Social,cart
1879,722,2020-03-05 04:34:51,mobile,Organic Search,search
1880,907,2020-05-15 03:52:24,mobile,Paid Social,cart
1881,1118,2021-08-08 06:44:16,mobile,Organic Search,checkout
1882,203,2021-03-15 15:09:55,desktop,Email,search
1883,502,2023-07-12 22:10:52,tablet,Email,search
1884,978,2021-11-14 00:02:49,mobile,Push Notification,checkout
1885,1833,2021-12-15 17:53:04,mobile,Organic Search,search
1886,1013,2021-06-10 01:48:06,tablet,Paid Social,home
1887,1431,2022-10-15 19:26:48,tablet,Ads,checkout
1888,1718,2023-02-02 12:59:41,tablet,Ads,product
1889,823,2020-11-10 04:30:35,desktop,Paid Social,cart
1890,1526,2023-02-07 12:54:21,mobile,Ads,cart
1891,520,2023-09-06 13:30:24,tablet,Organic Search,cart
1892,1038,2022-07-04 12:06:58,mobile,Ads,checkout
1893,1407,2024-11-24 19:53:55,desktop,Ads,home
1894,1694,2023-06-29 11:35:16,tablet,Email,home
1895,115,2023-05-23 09:02:53,mobile,Direct,product
1896,892,2023-12-31 18:24:56,mobile,Paid Social,search
1897,650,2021-04-02 14:24:37,desktop,Email,search
1898,1344,2020-06-21 11:22:42,tablet,Direct,home
1899,1710,2020-10-11 10:22:01,tablet,Paid Social,search
1900,713,2024-06-14 10:10:09,desktop,Push Notification,search
1901,1129,2021-03-27 12:28:27,desktop,Direct,product
1902,1637,2023-11-14 06:56:10,mobile,Organic Search,checkout
1903,1830,2020-04-15 20:03:15,tablet,Direct,product
1904,141,2020-04-06 05:53:06,desktop,Paid Social,search
1905,1310,2024-06-03 23:56:05,desktop,Organic Search,cart
1906,1775,2024-12-26 15:40:21,desktop,Direct,cart
1907,800,2023-04-27 03:52:06,tablet,Push Notification,product
1908,1594,2020-07-15 21:10:05,mobile,Ads,cart
1909,1762,2020-01-03 15:29:37,tablet,Ads,cart
1910,680,2023-10-19 20:59:48,mobile,Direct,cart
1911,1578,2024-07-08 12:28:51,tablet,Paid Social,home
1912,1101,2024-07-14 00:46:22,desktop,Paid Social,home
1913,401,2021-12-31 15:37:44,desktop,Direct,home
1914,697,2021-09-01 17:24:42,desktop,Paid Social,product
1915,1783,2024-08-24 21:02:01,mobile,Organic Search,product
1916,933,2020-10-12 04:02:31,desktop,Push Notification,checkout
1917,1774,2022-04-14 13:20:39,desktop,Push Notification,cart
1918,1028,2022-11-01 16:42:31,desktop,Direct,search
1919,517,2022-09-27 14:06:14,tablet,Organic Search,home
1920,603,2024-11-19 22:30:19,tablet,Ads,checkout
1921,1792,2020-09-04 18:12:21,mobile,Direct,home
1922,1140,2020-12-15 21:14:50,mobile,Ads,home
1923,1940,2023-08-18 21:21:27,tablet,Ads,checkout
1924,1317,2024-05-02 11:12:23,tablet,Push Notification,home
1925,1940,2024-01-07 15:18:36,tablet,Direct,home
1926,1354,2021-05-12 16:35:50,tablet,Push Notification,cart
1927,1166,2022-07-14 07:40:50,desktop,Paid Social,cart
1928,702,2020-12-01 03:38:10,tablet,Ads,cart
1929,529,2023-02-22 22:49:32,mobile,Push Notification,cart
1930,1083,2020-08-17 04:48:16,desktop,Paid Social,product
1931,1821,2021-01-16 09:41:00,tablet,Push Notification,checkout
1932,1016,2023-06-16 06:40:56,desktop,Organic Search,cart
1933,1645,2024-09-10 07:49:16,mobile,Email,home
1934,1160,2021-12-28 07:03:20,tablet,Ads,checkout
1935,1595,2023-04-18 22:19:41,tablet,Direct,product
1936,585,2023-10-16 12:12:56,desktop,Paid Social,home
1937,122,2021-01-15 12:01:39,desktop,Ads,product
1938,877,2020-05-28 05:36:12,tablet,Direct,product
1939,1913,2020-02-01 04:12:05,desktop,Push Notification,search
1940,1099,2024-02-07 02:19:52,mobile,Push Notification,search
1941,1987,2023-10-25 06:57:08,mobile,Email,home
1942,1225,2022-04-10 00:43:34,desktop,Email,product
1943,1967,2024-02-16 02:42:43,desktop,Ads,home
1944,1745,2022-04-08 14:18:33,mobile,Paid Social,checkout
1945,1381,2024-03-02 12:03:15,desktop,Push Notification,cart
1946,1984,2022-11-17 08:26:20,mobile,Organic Search,home
1947,1351,2024-03-09 12:26:46,mobile,Push Notification,checkout
1948,1617,2023-09-20 12:36:05,mobile,Email,search
1949,199,2022-09-15 11:03:43,mobile,Organic Search,home
1950,1016,2020-05-10 21:15:28,tablet,Paid Social,search
1951,1869,2023-12-14 13:35:48,desktop,Direct,checkout
1952,1845,2022-07-03 00:23:19,tablet,Ads,cart
1953,250,2022-02-23 12:23:45,tablet,Ads,product
1954,517,2022-10-31 09:07:33,tablet,Organic Search,checkout
1955,700,2023-09-10 13:57:51,desktop,Direct,checkout
1956,1136,2020-08-04 09:44:53,desktop,Direct,home
1957,1134,2021-06-17 06:01:31,desktop,Ads,cart
1958,1123,2022-11-13 06:27:11,mobile,Ads,checkout
1959,1294,2022-04-17 01:58:10,desktop,Email,checkout
1960,1760,2021-11-15 10:43:43,tablet,Paid Social,home
1961,1076,2023-08-04 18:06:40,mobile,Ads,home
1962,1233,2022-03-24 15:41:18,tablet,Organic Search,search
1963,1614,2024-03-20 20:12:17,tablet,Push Notification,cart
1964,1241,2023-05-07 13:28:39,tablet,Ads,home
1965,1753,2024-05-20 18:25:48,tablet,Organic Search,cart
1966,533,2020-07-02 09:32:24,tablet,Organic Search,cart
1967,1057,2020-02-26 10:11:29,desktop,Ads,search
1968,1987,2024-04-23 09:00:31,mobile,Ads,search
1969,825,2022-10-06 04:46:59,desktop,Push Notification,home
1970,327,2024-02-27 07:29:59,mobile,Email,checkout
1971,1329,2020-10-31 03:50:08,desktop,Push Notification,cart
1972,1022,2023-04-26 07:27:24,mobile,Paid Social,search
1973,1944,2024-04-09 06:44:21,mobile,Email,checkout
1974,1202,2020-12-08 18:55:30,desktop,Direct,home
1975,255,2021-04-30 19:04:49,tablet,Push Notification,checkout
1976,1352,2023-06-23 07:52:32,mobile,Organic Search,checkout
1977,933,2022-08-11 00:04:50,tablet,Organic Search,home
1978,238,2020-03-30 22:21:08,desktop,Email,cart
1979,369,2024-07-06 12:55:36,desktop,Paid Social,home
1980,244,2023-02-23 13:46:43,tablet,Email,cart
1981,306,2021-11-26 18:59:21,desktop,Organic Search,product
1982,1656,2024-07-30 11:32:05,mobile,Direct,product
1983,806,2021-09-01 19:42:45,tablet,Organic Search,home
1984,344,2020-06-22 10:02:59,desktop,Direct,product
1985,1181,2022-05-28 17:14:45,tablet,Push Notification,checkout
1986,1616,2023-08-31 19:45:30,mobile,Ads,home
1987,1140,2020-02-06 19:22:13,tablet,Email,home
1988,777,2024-12-05 19:41:30,mobile,Email,cart
1989,575,2024-11-13 16:16:18,desktop,Ads,search
1990,465,2020-07-19 23:46:43,desktop,Paid Social,product
1991,1481,2024-04-26 08:35:50,tablet,Organic Search,home
1992,1566,2024-07-11 08:37:29,tablet,Direct,checkout
1993,1487,2024-03-31 03:43:25,tablet,Direct,product
1994,135,2024-09-10 14:52:02,mobile,Paid Social,home
1995,1685,2024-11-19 06:52:23,desktop,Push Notification,search
1996,1576,2024-10-19 03:24:58,desktop,Organic Search,home
1997,420,2022-09-02 21:25:25,tablet,Paid Social,cart
1998,172,2022-06-17 17:58:12,mobile,Organic Search,cart
1999,1729,2020-05-15 11:11:27,desktop,Direct,product
2000,205,2023-01-14 01:01:55,tablet,Paid Social,checkout
2001,665,2024-07-11 09:27:38,mobile,Paid Social,cart
2002,1531,2020-01-13 19:36:26,mobile,Email,cart
2003,1633,2023-03-06 16:26:36,desktop,Organic Search,cart
2004,714,2020-06-06 11:31:37,tablet,Direct,search
2005,1667,2022-08-21 10:10:31,tablet,Organic Search,search
2006,579,2021-01-31 03:51:12,tablet,Paid Social,product
2007,311,2020-07-04 19:31:44,tablet,Direct,home
2008,809,2024-10-17 14:58:45,tablet,Push Notification,product
2009,1933,2023-03-15 03:17:04,tablet,Paid Social,checkout
2010,1663,2021-09-25 14:12:41,desktop,Ads,search
2011,1511,2023-07-17 15:37:27,desktop,Email,cart
2012,775,2021-03-05 20:01:07,desktop,Email,search
2013,618,2023-08-06 17:00:18,mobile,Email,cart
2014,1785,2022-08-31 20:44:48,tablet,Push Notification,home
2015,25,2022-06-02 07:10:17,tablet,Direct,search
2016,1602,2024-08-31 02:17:40,tablet,Organic Search,checkout
2017,1225,2022-07-11 13:15:50,tablet,Push Notification,product
2018,1582,2020-09-09 13:54:36,mobile,Paid Social,product
2019,1130,2024-05-12 11:28:40,tablet,Paid Social,cart
2020,1199,2022-12-07 03:00:40,tablet,Organic Search,home
2021,327,2021-09-11 09:35:27,tablet,Push Notification,search
2022,1713,2021-02-16 06:22:54,desktop,Ads,search
2023,303,2023-06-28 07:15:19,desktop,Direct,product
2024,244,2021-03-02 23:11:48,tablet,Email,home
2025,122,2022-10-22 17:25:29,desktop,Ads,checkout
2026,135,2022-02-05 21:38:41,desktop,Direct,search
2027,1403,2020-09-25 21:14:56,tablet,Direct,checkout
2028,753,2020-06-04 17:57:20,tablet,Email,home
2029,846,2024-06-18 16:39:03,tablet,Push Notification,checkout
2030,1128,2023-02-12 13:19:59,tablet,Email,search
2031,1911,2020-09-14 12:22:57,desktop,Paid Social,search
2032,1631,2021-06-12 21:26:01,mobile,Paid Social,product
2033,75,2022-11-18 09:18:43,desktop,Email,cart
2034,1509,2020-01-15 08:14:45,desktop,Organic Search,product
2035,879,2021-04-28 14:54:44,tablet,Paid Social,search
2036,1694,2020-07-11 09:51:10,desktop,Ads,search
2037,1814,2020-02-23 14:31:54,desktop,Ads,cart
2038,1206,2022-03-18 17:26:32,desktop,Email,cart
2039,666,2021-05-25 05:37:35,tablet,Push Notification,product
2040,990,2022-02-22 06:47:32,tablet,Email,search
2041,1897,2020-08-12 01:02:38,tablet,Email,product
2042,9,2024-12-04 04:09:17,tablet,Email,search
2043,844,2020-09-02 15:50:54,mobile,Email,checkout
2044,1377,2022-02-01 15:04:09,tablet,Ads,cart
2045,1034,2022-11-01 20:56:40,tablet,Ads,cart
2046,1408,2020-04-04 16:07:21,mobile,Ads,cart
2047,1685,2021-01-28 15:15:40,desktop,Ads,search
2048,1741,2024-03-15 06:06:25,tablet,Organic Search,product
2049,197,2022-04-20 12:20:44,tablet,Email,checkout
2050,132,2022-11-24 13:39:57,desktop,Direct,search
2051,1896,2020-05-31 19:33:08,mobile,Push Notification,product
2052,1522,2024-02-13 20:10:23,tablet,Push Notification,product
2053,229,2021-01-17 19:31:08,desktop,Push Notification,search
2054,1424,2020-05-26 10:21:24,tablet,Organic Search,product
2055,1870,2024-12-19 12:37:20,desktop,Ads,search
2056,725,2024-05-09 11:48:03,tablet,Push Notification,home
2057,1624,2024-04-12 14:58:36,mobile,Direct,product
2058,1966,2021-06-22 18:08:18,tablet,Email,search
2059,44,2024-05-25 19:31:26,desktop,Push Notification,product
2060,25,2021-11-02 16:37:04,mobile,Email,home
2061,1733,2020-01-01 12:25:45,desktop,Paid Social,home
2062,1255,2020-07-08 09:56:40,tablet,Paid Social,product
2063,187,2022-06-19 14:07:33,desktop,Email,search
2064,1069,2020-12-16 11:31:28,mobile,Push Notification,product
2065,464,2024-02-05 11:15:11,desktop,Ads,home
2066,1861,2023-10-11 13:12:11,desktop,Ads,home
2067,1851,2024-05-17 19:22:25,desktop,Direct,cart
2068,184,2023-03-22 19:51:52,desktop,Ads,cart
2069,122,2022-10-11 06:10:14,desktop,Paid Social,home
2070,471,2023-04-20 17:15:27,mobile,Email,home
2071,1922,2024-05-03 11:05:52,mobile,Organic Search,home
2072,1289,2024-11-10 05:09:28,mobile,Push Notification,cart
2073,283,2020-01-18 06:15:45,mobile,Email,product
2074,423,2021-11-26 03:22:29,mobile,Paid Social,home
2075,1749,2022-09-22 09:18:08,desktop,Push Notification,checkout
2076,1190,2022-02-23 21:30:18,desktop,Ads,checkout
2077,529,2024-08-08 05:14:15,tablet,Paid Social,checkout
2078,643,2020-06-15 17:20:23,mobile,Paid Social,home
2079,1232,2022-05-13 09:16:53,desktop,Paid Social,product
2080,1875,2021-05-10 10:22:01,desktop,Organic Search,home
2081,514,2020-09-29 23:52:34,tablet,Push Notification,checkout
2082,255,2024-02-13 08:24:28,tablet,Direct,product
2083,368,2021-03-31 01:52:05,mobile,Organic Search,product
2084,975,2023-04-14 15:49:58,mobile,Email,checkout
2085,1263,2024-02-01 23:45:02,desktop,Paid Social,product
2086,1368,2024-01-19 11:08:56,tablet,Email,checkout
2087,1530,2021-06-20 12:56:13,tablet,Push Notification,search
2088,897,2021-09-08 05:44:45,tablet,Paid Social,product
2089,447,2021-06-23 01:19:16,mobile,Ads,product
2090,318,2022-03-11 20:39:38,desktop,Ads,home
2091,1950,2020-12-13 01:14:06,mobile,Paid Social,home
2092,1471,2020-08-21 13:00:12,mobile,Organic Search,home
2093,1017,2024-02-13 16:13:49,desktop,Ads,product
2094,1877,2023-06-05 02:29:16,desktop,Paid Social,search
2095,614,2021-02-15 04:16:21,desktop,Organic Search,product
2096,1785,2022-01-23 23:49:06,desktop,Ads,cart
2097,1470,2021-01-26 11:03:01,desktop,Direct,home
2098,1087,2021-03-21 07:35:29,mobile,Organic Search,search
2099,560,2023-02-06 19:00:35,mobile,Email,cart
2100,447,2024-01-19 22:23:00,tablet,Organic Search,home
2101,1056,2020-06-25 22:58:36,desktop,Direct,product
2102,153,2022-11-15 04:29:53,tablet,Email,home
2103,218,2023-09-22 15:36:36,tablet,Organic Search,product
2104,1236,2022-11-03 13:02:43,desktop,Push Notification,search
2105,1649,2021-05-27 10:19:15,mobile,Push Notification,checkout
2106,1257,2021-03-05 03:25:46,mobile,Email,product
2107,1945,2024-11-17 04:09:19,mobile,Email,cart
2108,1959,2020-07-09 07:27:50,mobile,Ads,product
2109,1696,2022-12-25 22:17:02,mobile,Direct,product
2110,949,2020-12-31 07:59:44,tablet,Direct,cart
2111,19,2022-02-10 19:24:31,desktop,Direct,product
2112,1500,2020-06-25 09:05:13,desktop,Email,cart
2113,1310,2024-01-06 19:47:41,mobile,Paid Social,search
2114,1185,2022-09-28 19:49:31,desktop,Push Notification,product
2115,539,2022-02-03 00:54:46,tablet,Email,home
2116,509,2023-02-18 08:45:52,mobile,Ads,search
2117,1864,2021-12-05 16:40:16,tablet,Push Notification,search
2118,1542,2024-11-07 12:17:32,tablet,Email,product
2119,1472,2021-04-13 03:32:33,desktop,Push Notification,search
2120,1197,2023-05-13 11:38:48,desktop,Organic Search,search
2121,352,2024-04-08 15:06:43,tablet,Paid Social,checkout
2122,429,2021-08-11 18:22:19,tablet,Push Notification,cart
2123,1814,2020-09-13 14:07:02,tablet,Email,product
2124,714,2022-07-18 05:50:00,mobile,Direct,home
2125,122,2024-07-19 18:29:13,desktop,Paid Social,cart
2126,947,2023-10-06 23:42:06,mobile,Email,search
2127,1652,2020-08-10 02:02:00,desktop,Email,home
2128,1520,2020-09-14 22:18:13,mobile,Email,search
2129,1243,2023-09-28 00:50:41,tablet,Email,search
2130,936,2020-06-06 06:19:40,mobile,Push Notification,search
2131,1217,2023-12-18 18:53:28,mobile,Organic Search,home
2132,284,2024-05-15 18:38:10,tablet,Push Notification,search
2133,1272,2023-02-23 00:20:11,mobile,Paid Social,product
2134,1269,2023-10-14 05:02:58,desktop,Push Notification,product
2135,1171,2021-09-24 14:21:12,mobile,Push Notification,search
2136,1406,2021-04-20 11:01:52,mobile,Push Notification,search
2137,1602,2024-09-19 02:13:10,tablet,Email,cart
2138,799,2024-02-06 19:26:09,mobile,Email,home
2139,833,2023-08-08 18:55:16,mobile,Organic Search,checkout
2140,875,2020-01-04 10:57:55,desktop,Direct,home
2141,627,2024-04-11 22:32:34,desktop,Direct,search
2142,1752,2024-08-17 15:20:09,mobile,Paid Social,home
2143,263,2021-06-27 23:49:24,tablet,Ads,cart
2144,882,2021-12-18 00:04:56,desktop,Organic Search,home
2145,322,2021-08-22 16:02:58,desktop,Direct,home
2146,1790,2024-08-07 18:34:08,mobile,Ads,checkout
2147,1348,2020-01-04 13:29:19,mobile,Email,search
2148,508,2021-03-03 23:26:24,tablet,Push Notification,product
2149,1879,2024-07-14 22:37:45,desktop,Paid Social,cart
2150,1354,2024-12-04 10:13:23,tablet,Organic Search,search
2151,380,2022-06-04 08:32:05,tablet,Ads,home
2152,1598,2024-01-11 10:36:53,mobile,Push Notification,cart
2153,1334,2023-12-13 16:04:08,desktop,Ads,search
2154,1747,2023-10-17 10:58:18,tablet,Organic Search,cart
2155,733,2021-01-11 08:24:12,desktop,Paid Social,product
2156,446,2022-11-12 21:26:40,tablet,Push Notification,search
2157,1560,2020-11-18 20:04:58,desktop,Direct,product
2158,41,2023-02-27 11:16:50,tablet,Push Notification,cart
2159,720,2024-07-03 07:23:01,tablet,Direct,product
2160,1830,2021-09-21 13:21:54,desktop,Email,product
2161,846,2024-03-27 05:02:32,tablet,Email,home
2162,360,2020-11-19 10:42:12,mobile,Ads,home
2163,1714,2024-08-06 12:06:53,tablet,Push Notification,search
2164,412,2022-05-14 09:21:25,tablet,Organic Search,home
2165,651,2020-03-17 09:49:50,mobile,Ads,home
2166,942,2022-02-19 21:17:05,desktop,Ads,checkout
2167,1286,2020-11-27 05:19:01,desktop,Direct,checkout
2168,862,2023-03-15 11:06:15,desktop,Direct,home
2169,698,2023-01-12 11:25:32,tablet,Direct,search
2170,238,2021-06-23 05:32:12,desktop,Direct,home
2171,1826,2020-01-23 15:27:22,desktop,Email,product
2172,1768,2024-07-12 11:28:50,tablet,Push Notification,home
2173,732,2022-08-28 19:58:14,mobile,Paid Social,cart
2174,1164,2024-07-29 14:32:39,tablet,Push Notification,home
2175,1772,2020-08-25 18:41:49,desktop,Paid Social,search
2176,1332,2022-11-05 01:44:29,desktop,Paid Social,home
2177,187,2021-11-17 06:06:39,desktop,Direct,product
2178,809,2023-02-20 20:36:02,tablet,Email,cart
2179,1435,2023-03-27 14:35:35,mobile,Push Notification,product
2180,154,2023-09-04 02:42:17,mobile,Push Notification,home
2181,1378,2021-07-29 03:04:04,tablet,Direct,cart
2182,123,2021-08-26 15:38:13,desktop,Direct,home
2183,1510,2024-11-28 05:01:24,mobile,Direct,search
2184,1335,2020-06-22 01:00:43,tablet,Direct,checkout
2185,558,2024-01-31 06:41:56,mobile,Paid Social,cart
2186,851,2023-10-28 08:16:25,desktop,Push Notification,product
2187,761,2023-11-15 12:54:27,desktop,Push Notification,product
2188,1970,2024-09-17 06:23:21,mobile,Organic Search,home
2189,1629,2020-12-05 19:41:33,tablet,Paid Social,search
2190,1729,2020-12-17 10:19:23,desktop,Paid Social,cart
2191,1449,2022-01-26 05:07:54,mobile,Organic Search,product
2192,1288,2023-03-20 20:43:48,mobile,Push Notification,home
2193,1578,2020-03-26 17:52:20,tablet,Direct,cart
2194,1537,2021-06-11 15:52:43,tablet,Email,cart
2195,707,2021-03-16 15:34:33,tablet,Direct,product
2196,1708,2021-04-19 01:49:30,tablet,Paid Social,checkout
2197,1719,2023-12-16 01:22:25,desktop,Paid Social,cart
2198,154,2023-11-30 18:44:36,tablet,Organic Search,product
2199,1882,2021-07-20 05:59:08,mobile,Ads,cart
2200,1233,2024-10-21 12:55:22,tablet,Paid Social,home
2201,507,2020-11-21 11:47:51,desktop,Paid Social,checkout
2202,1888,2022-05-22 03:28:02,desktop,Direct,home
2203,766,2020-08-15 19:42:19,tablet,Email,checkout
2204,859,2022-03-27 20:24:31,desktop,Organic Search,checkout
2205,981,2024-09-15 00:24:48,tablet,Push Notification,home
2206,1715,2021-02-24 10:23:04,tablet,Email,home
2207,1033,2021-05-11 17:13:49,tablet,Organic Search,home
2208,1888,2022-09-17 12:04:56,desktop,Email,search
2209,641,2020-07-10 13:51:11,mobile,Paid Social,checkout
2210,474,2024-04-30 00:03:20,mobile,Paid Social,search
2211,652,2021-02-03 19:40:34,desktop,Paid Social,search
2212,419,2020-06-17 05:21:02,desktop,Email,product
2213,1345,2022-11-05 05:56:18,mobile,Ads,search
2214,100,2020-08-26 13:18:41,desktop,Organic Search,cart
2215,417,2020-08-26 19:15:38,mobile,Paid Social,product
2216,1814,2021-07-11 16:32:36,desktop,Ads,home
2217,823,2022-09-14 08:18:07,tablet,Organic Search,cart
2218,70,2023-01-16 10:12:54,tablet,Direct,cart
2219,384,2024-08-06 07:47:19,mobile,Direct,home
2220,182,2021-09-21 12:14:17,mobile,Email,product
2221,1140,2022-12-20 16:57:32,mobile,Organic Search,search
2222,1038,2024-06-02 19:57:59,tablet,Push Notification,home
2223,1699,2023-03-04 00:59:01,mobile,Push Notification,checkout
2224,1644,2020-11-05 07:05:38,mobile,Ads,product
2225,619,2022-07-21 11:21:15,mobile,Organic Search,product
2226,810,2021-05-23 21:47:40,tablet,Email,cart
2227,1501,2020-02-05 16:07:35,mobile,Direct,product
2228,1458,2023-07-26 23:12:11,tablet,Paid Social,cart
2229,523,2023-07-05 14:21:08,tablet,Ads,product
2230,214,2020-07-07 13:33:26,mobile,Ads,home
2231,1531,2021-01-18 08:05:25,mobile,Ads,product
2232,849,2020-04-21 18:45:01,tablet,Ads,product
2233,991,2023-09-02 17:55:05,desktop,Organic Search,search
2234,469,2021-01-29 00:58:23,mobile,Paid Social,search
2235,1286,2022-07-12 12:52:36,mobile,Paid Social,checkout
2236,276,2022-07-27 03:20:08,desktop,Organic Search,search
2237,434,2020-12-12 09:55:48,tablet,Ads,checkout
2238,142,2022-02-15 08:16:17,mobile,Ads,product
2239,703,2022-10-02 16:27:01,tablet,Email,checkout
2240,1832,2021-01-04 18:46:16,desktop,Paid Social,home
2241,770,2022-07-07 08:05:11,tablet,Organic Search,home
2242,1877,2021-04-14 23:44:20,desktop,Email,product
2243,1053,2022-04-10 21:01:04,desktop,Push Notification,checkout
2244,437,2024-01-31 01:23:23,mobile,Direct,cart
2245,1136,2021-10-20 11:57:36,mobile,Email,search
2246,1136,2023-10-05 22:17:27,desktop,Paid Social,search
2247,1868,2020-03-25 05:36:30,desktop,Ads,cart
2248,943,2020-01-06 18:22:05,desktop,Direct,checkout
2249,522,2020-07-23 08:38:01,mobile,Ads,product
2250,1778,2023-09-12 06:52:44,desktop,Ads,search
2251,389,2022-01-25 07:58:37,desktop,Push Notification,home
2252,970,2023-04-07 05:26:27,mobile,Paid Social,search
2253,1426,2024-01-01 19:37:52,desktop,Ads,home
2254,898,2024-04-15 22:55:46,mobile,Ads,home
2255,1954,2023-10-06 21:54:31,tablet,Email,search
2256,17,2022-02-14 11:36:38,tablet,Push Notification,product
2257,378,2023-07-24 13:03:23,mobile,Direct,home
2258,1566,2022-09-20 12:50:15,tablet,Push Notification,checkout
2259,636,2022-07-03 14:18:50,desktop,Direct,search
2260,1144,2022-10-19 14:59:20,mobile,Email,home
2261,1019,2021-01-14 19:03:50,tablet,Ads,cart
2262,997,2022-02-09 22:44:18,tablet,Push Notification,product
2263,830,2022-10-29 19:56:25,mobile,Organic Search,checkout
2264,1270,2022-12-02 11:47:15,desktop,Push Notification,product
2265,741,2024-12-12 20:00:47,tablet,Organic Search,search
2266,562,2021-11-29 16:38:27,mobile,Paid Social,cart
2267,1375,2020-01-01 06:37:27,desktop,Push Notification,checkout
2268,239,2023-05-16 20:17:51,desktop,Email,cart
2269,1276,2024-06-02 23:42:15,mobile,Email,product
2270,1908,2020-08-09 21:10:54,desktop,Direct,search
2271,1190,2021-06-20 14:03:14,mobile,Direct,cart
2272,946,2024-04-01 10:20:34,desktop,Direct,checkout
2273,827,2020-09-05 23:17:05,mobile,Paid Social,checkout
2274,152,2023-02-15 05:59:29,desktop,Direct,search
2275,135,2024-01-05 19:07:20,tablet,Direct,search
2276,1805,2021-09-04 22:19:40,mobile,Organic Search,cart
2277,1662,2021-03-10 20:14:10,desktop,Email,checkout
2278,1786,2024-10-13 03:17:54,tablet,Paid Social,product
2279,1699,2024-03-28 09:19:44,mobile,Email,home
2280,1140,2022-07-27 13:38:50,desktop,Ads,cart
2281,1388,2024-12-06 02:40:17,desktop,Direct,home
2282,291,2020-04-11 01:58:57,mobile,Push Notification,product
2283,344,2020-03-28 16:50:39,mobile,Push Notification,checkout
2284,1630,2024-02-22 16:24:17,tablet,Email,cart
2285,1223,2020-06-12 02:34:15,mobile,Ads,home
2286,559,2024-04-08 15:57:31,desktop,Organic Search,cart
2287,1833,2021-07-24 13:26:53,tablet,Paid Social,cart
2288,1161,2021-09-10 03:19:36,tablet,Paid Social,home
2289,1909,2024-08-07 22:19:15,tablet,Email,home
2290,61,2022-07-13 17:02:48,tablet,Paid Social,search
2291,1032,2020-03-13 00:24:42,desktop,Direct,checkout
2292,648,2022-07-24 03:09:03,desktop,Email,home
2293,314,2024-05-04 14:18:12,tablet,Direct,checkout
2294,45,2020-02-05 00:10:13,tablet,Push Notification,product
2295,1008,2020-02-20 06:30:34,mobile,Paid Social,search
2296,659,2023-06-29 12:14:58,mobile,Direct,product
2297,1783,2023-09-21 11:04:31,tablet,Email,cart
2298,1514,2022-08-10 12:40:22,desktop,Organic Search,home
2299,1334,2023-05-18 01:15:43,mobile,Paid Social,product
2300,1393,2021-07-28 18:54:25,desktop,Organic Search,home
2301,881,2021-06-23 22:42:18,mobile,Push Notification,home
2302,352,2021-07-29 02:24:28,desktop,Paid Social,cart
2303,1606,2024-07-05 08:37:13,tablet,Ads,checkout
2304,405,2024-02-01 07:24:12,tablet,Email,search
2305,1019,2024-01-27 10:25:08,tablet,Direct,checkout
2306,396,2021-12-19 03:56:44,tablet,Organic Search,cart
2307,1185,2021-01-09 15:44:08,mobile,Organic Search,home
2308,488,2020-04-09 21:30:38,tablet,Ads,checkout
2309,1527,2024-07-26 10:57:25,desktop,Push Notification,product
2310,350,2022-10-12 10:53:26,mobile,Push Notification,search
2311,978,2020-05-26 09:10:24,tablet,Paid Social,home
2312,1478,2021-10-09 15:39:00,desktop,Email,cart
2313,1022,2024-04-29 09:33:34,tablet,Direct,product
2314,340,2020-10-26 10:13:27,tablet,Direct,checkout
2315,1754,2021-07-04 11:12:54,desktop,Ads,home
2316,378,2024-01-20 15:25:06,desktop,Organic Search,search
