order_item_id,order_id,product_id,quantity,unit_price,discount
4069,1802,98,5,115.13,0
4070,6893,173,2,178.93,15
4071,8862,127,4,126.84,5
4072,7674,295,4,307.36,5
4073,482,58,4,218.95,5
4074,1178,38,1,200.72,0
4075,6892,163,1,20.58,5
4076,9928,5,4,235.25,0
4077,7271,243,2,297.01,10
4078,8264,176,2,367.34,0
4079,9555,255,5,339.07,10
4080,9201,41,4,89.26,0
4081,4989,63,3,199.37,0
4082,5654,100,4,371.65,10
4083,3618,35,2,335.83,5
4084,5721,220,4,131.34,0
4085,253,115,4,353.64,0
4086,2985,299,4,277.33,5
4087,2828,56,5,372.10,10
4088,6927,13,1,97.73,0
4089,9254,250,2,178.43,0
4090,386,49,4,123.44,0
4091,1408,15,4,254.29,10
4092,8562,126,4,68.11,15
4093,2340,160,2,132.63,0
4094,9419,129,2,265.34,0
4095,7813,170,1,67.45,0
4096,7528,129,1,265.34,15
4097,8115,206,1,31.78,0
4098,1150,75,3,347.15,0
4099,6999,100,3,371.65,0
4100,7446,170,2,67.45,5
4101,3700,97,3,234.59,0
4102,87,285,1,258.56,15
4103,5942,23,2,393.39,5
4104,3156,281,2,263.43,15
4105,4304,261,4,297.20,0
4106,2749,28,5,82.43,0
4107,5615,262,4,265.12,0
4108,7246,129,1,265.34,10
4109,5086,200,2,67.84,10
4110,3485,70,3,315.23,0
4111,4157,30,3,190.99,5
4112,2670,158,2,214.14,5
4113,8538,108,3,261.20,0
4114,7825,159,2,217.33,0
4115,1315,241,4,101.41,0
4116,369,132,3,356.02,10
4117,3410,105,1,338.11,0
4118,2940,13,3,97.73,10
4119,6929,213,5,37.84,0
4120,1517,75,1,347.15,0
4121,5793,251,2,113.15,0
4122,2379,82,4,278.93,0
4123,691,282,1,381.21,0
4124,1106,121,5,251.05,15
4125,1797,53,1,200.65,5
4126,2245,235,4,43.63,0
4127,2651,143,3,374.36,5
4128,1733,281,1,263.43,15
4129,8595,182,1,183.61,10
4130,6325,18,5,318.44,15
4131,5173,223,1,23.99,10
4132,4919,272,5,120.04,5
4133,1986,201,5,68.26,10
4134,8684,143,2,374.36,15
4135,8148,11,4,176.97,5
4136,3719,233,4,245.00,10
4137,127,79,5,19.52,0
4138,3011,269,2,79.59,0
4139,9391,216,4,301.09,0
4140,7179,134,1,378.20,5
4141,1826,133,4,47.71,0
4142,4070,254,2,396.05,5
4143,5483,249,4,124.21,0
4144,7431,20,5,344.16,10
4145,8281,134,3,378.20,0
4146,3103,33,5,330.23,0
4147,1203,90,2,206.30,0
4148,2360,56,5,372.10,15
4149,9847,126,3,68.11,5
4150,4405,59,4,213.06,0
4151,4832,71,5,167.32,5
4152,1232,79,4,19.52,0
4153,96,23,5,393.39,0
4154,7507,153,2,174.41,0
4155,1329,43,3,232.40,0
4156,1110,291,5,25.51,0
4157,9237,231,5,64.44,0
4158,9262,91,1,371.67,0
4159,7888,79,4,19.52,10
4160,1675,237,2,199.63,0
4161,1931,57,1,140.14,5
4162,5008,282,2,381.21,5
4163,7751,297,4,30.06,10
4164,6992,172,5,43.91,0
4165,5088,249,4,124.21,15
4166,1024,210,3,211.85,0
4167,8857,211,5,323.51,15
4168,1566,61,5,175.74,0
4169,5542,247,2,202.30,15
4170,5143,111,5,225.30,15
4171,1903,290,4,25.70,0
4172,2358,73,3,222.38,0
4173,6629,263,3,116.93,15
4174,986,117,4,350.39,0
4175,8495,166,5,314.43,0
4176,41,50,1,311.33,15
4177,7581,231,1,64.44,10
4178,3925,96,1,264.06,15
4179,4881,196,5,160.55,15
4180,6090,271,2,327.62,10
4181,8017,112,3,121.23,5
4182,4503,208,3,389.11,10
4183,1119,227,5,303.25,5
4184,6420,214,4,163.02,10
4185,9401,196,1,160.55,0
4186,4829,278,3,334.45,0
4187,4456,280,3,319.72,10
4188,9947,210,4,211.85,5
4189,3548,287,2,257.71,0
4190,6222,13,2,97.73,0
4191,4776,142,4,249.44,5
4192,2997,182,1,183.61,0
4193,9345,113,3,75.33,15
4194,2264,150,1,181.60,10
4195,5502,276,4,342.04,15
4196,1501,35,1,335.83,0
4197,1731,183,3,78.33,5
4198,5835,76,4,297.26,0
4199,1623,35,1,335.83,0
4200,5309,99,3,283.04,0
4201,9992,289,1,90.69,0
4202,3375,173,5,178.93,0
4203,2009,33,1,330.23,15
4204,1979,207,5,326.57,10
4205,8185,294,5,200.35,0
4206,3270,82,5,278.93,0
4207,9445,253,2,286.72,5
4208,7057,9,2,150.86,5
4209,120,201,3,68.26,15
4210,7499,59,5,213.06,0
4211,6952,71,3,167.32,10
4212,8858,196,2,160.55,5
4213,823,91,4,371.67,0
4214,6094,155,1,190.98,0
4215,3021,206,2,31.78,0
4216,7120,164,5,395.54,0
4217,2019,47,1,202.34,0
4218,6293,116,1,368.79,0
4219,8,45,2,382.91,10
4220,3851,295,1,307.36,5
4221,8012,219,5,30.27,5
4222,6894,245,4,310.10,0
4223,7232,238,3,200.57,15
4224,6743,292,3,136.17,0
4225,6341,34,1,297.79,15
4226,2251,173,5,178.93,10
4227,6243,103,1,252.38,0
4228,6331,177,1,218.39,5
4229,6918,156,5,344.64,10
4230,8054,64,4,245.58,0
4231,1158,158,1,214.14,0
4232,7233,121,2,251.05,0
4233,9418,262,3,265.12,15
4234,9066,265,4,366.02,15
4235,4041,91,3,371.67,15
4236,1793,74,2,224.24,0
4237,1076,31,2,136.27,0
4238,4564,177,5,218.39,5
4239,5826,125,2,327.79,0
4240,4920,217,3,395.04,0
4241,581,137,3,288.60,0
4242,3523,143,5,374.36,0
4243,8843,51,3,340.30,10
4244,7376,24,5,74.40,0
4245,2866,166,4,314.43,15
4246,8978,73,3,222.38,0
4247,7599,104,2,188.19,0
4248,9888,298,5,253.90,0
4249,2113,48,2,72.09,15
4250,1851,228,5,335.11,0
4251,1821,186,3,146.92,10
4252,1122,83,3,80.10,0
4253,3914,119,3,86.31,15
4254,2080,35,5,335.83,0
4255,5677,40,3,226.87,5
4256,649,204,2,197.94,10
4257,9782,35,3,335.83,10
4258,4197,147,4,344.67,10
4259,9248,245,2,310.10,0
4260,5737,7,3,263.49,0
4261,3999,119,5,86.31,5
4262,8174,271,2,327.62,15
4263,8290,151,5,214.50,15
4264,5646,73,1,222.38,0
4265,5459,168,5,156.48,5
4266,251,172,2,43.91,15
4267,5796,153,2,174.41,0
4268,6899,260,1,294.26,0
4269,8635,54,2,316.28,0
4270,3412,137,5,288.60,0
4271,3843,240,2,117.00,15
4272,907,48,4,72.09,0
4273,8375,256,4,343.78,15
4274,9008,159,5,217.33,5
4275,3349,19,4,20.40,15
4276,9836,242,3,67.91,5
4277,3125,140,4,120.30,0
4278,5273,36,4,229.35,10
4279,7591,81,2,191.34,0
4280,382,107,1,65.37,0
4281,3378,287,3,257.71,0
4282,6928,226,4,348.65,0
4283,4672,69,1,156.10,0
4284,5962,103,2,252.38,0
4285,5834,227,5,303.25,15
4286,4029,220,2,131.34,10
4287,6018,264,5,38.50,5
4288,3553,40,5,226.87,15
4289,560,298,1,253.90,0
4290,6237,8,5,357.93,5
4291,167,221,5,33.76,5
4292,5117,278,2,334.45,5
4293,2283,59,5,213.06,10
4294,159,120,3,388.54,0
4295,8291,255,3,339.07,0
4296,8204,256,4,343.78,10
4297,8623,85,1,114.41,10
4298,9238,51,2,340.30,15
4299,4905,229,2,324.76,5
4300,4645,59,2,213.06,0
4301,7906,218,5,385.74,10
4302,8840,174,2,232.35,0
4303,3640,156,1,344.64,0
4304,5440,16,4,386.04,15
4305,2993,290,2,25.70,0
4306,4683,281,3,263.43,0
4307,5077,93,1,28.93,0
4308,9614,28,1,82.43,0
4309,7026,262,3,265.12,5
4310,972,36,5,229.35,0
4311,4095,192,2,90.00,0
4312,9737,275,4,59.35,0
4313,625,86,4,365.04,15
4314,5510,104,3,188.19,15
4315,3924,41,1,89.26,5
4316,9478,162,3,270.73,0
4317,6641,133,3,47.71,10
4318,8119,281,5,263.43,0
4319,3360,6,1,190.26,5
4320,2657,125,1,327.79,0
4321,3871,213,4,37.84,10
4322,7136,55,3,396.81,0
4323,3612,97,2,234.59,0
4324,7706,114,2,156.49,10
4325,6625,201,4,68.26,0
4326,8997,29,1,34.87,0
4327,7673,271,2,327.62,10
4328,7432,197,2,208.34,5
4329,4510,114,2,156.49,0
4330,3665,183,3,78.33,15
4331,5680,193,1,85.60,15
4332,8526,232,4,182.33,0
4333,7962,288,4,66.37,10
4334,5558,180,3,323.47,5
4335,2288,245,2,310.10,0
4336,2175,67,3,134.74,5
4337,6216,19,2,20.40,15
4338,1279,269,4,79.59,15
4339,4753,281,3,263.43,0
4340,6411,269,1,79.59,5
4341,3215,59,3,213.06,15
4342,5818,279,4,313.02,0
4343,9220,159,1,217.33,0
4344,4036,93,1,28.93,10
4345,9818,158,1,214.14,0
4346,6855,132,4,356.02,0
4347,7452,204,3,197.94,0
4348,6569,130,2,200.63,0
4349,1899,289,3,90.69,5
4350,1752,24,5,74.40,0
4351,4155,283,5,390.13,0
4352,6101,170,1,67.45,10
4353,6565,241,1,101.41,5
4354,1404,300,2,60.59,0
4355,6690,127,4,126.84,0
4356,1794,56,4,372.10,5
4357,7002,290,1,25.70,0
4358,6481,140,1,120.30,10
4359,3833,297,3,30.06,0
4360,5842,165,5,273.91,15
4361,2677,254,4,396.05,10
4362,2193,83,5,80.10,5
4363,7404,117,5,350.39,5
4364,8525,159,4,217.33,0
4365,481,12,5,161.29,10
4366,6329,28,1,82.43,0
4367,4686,215,1,252.10,0
4368,7677,96,2,264.06,5
4369,1999,162,3,270.73,0
4370,38,71,5,167.32,0
4371,7310,225,1,338.57,0
4372,2891,33,3,330.23,0
4373,4163,193,1,85.60,15
4374,6354,43,3,232.40,5
4375,785,183,5,78.33,5
4376,7003,157,1,87.60,5
4377,8383,250,2,178.43,0
4378,4446,159,4,217.33,0
4379,5889,295,1,307.36,5
4380,6675,230,2,323.29,0
4381,1612,120,1,388.54,0
4382,2794,61,5,175.74,15
4383,2248,277,2,219.37,0
4384,8143,19,5,20.40,5
4385,6554,256,1,343.78,10
4386,3359,110,5,326.74,15
4387,3178,26,1,122.89,0
4388,105,251,5,113.15,0
4389,6842,196,4,160.55,0
4390,9012,89,2,285.99,0
4391,3953,268,2,226.31,0
4392,8919,176,3,367.34,15
4393,8858,141,4,53.20,10
4394,1111,39,1,49.89,5
4395,8761,95,2,69.49,0
4396,8231,214,2,163.02,0
4397,8936,278,2,334.45,10
4398,1885,6,4,190.26,15
4399,5614,217,4,395.04,5
4400,2274,143,4,374.36,15
4401,4317,41,2,89.26,0
4402,2671,187,2,234.45,0
4403,7120,125,4,327.79,0
4404,8306,38,5,200.72,0
4405,6739,122,2,222.97,0
4406,5887,137,5,288.60,5
4407,4672,259,5,201.35,15
4408,1603,101,2,167.15,5
4409,5525,299,2,277.33,15
4410,626,59,5,213.06,15
4411,1167,288,3,66.37,0
4412,158,215,3,252.10,0
4413,623,26,4,122.89,15
4414,1680,182,3,183.61,15
4415,6512,249,4,124.21,0
4416,7423,281,1,263.43,0
4417,4983,81,2,191.34,0
4418,6015,199,1,378.96,5
4419,1906,30,4,190.99,15
4420,8953,273,2,341.96,0
4421,3300,73,3,222.38,10
4422,1236,76,1,297.26,15
4423,192,219,1,30.27,0
4424,6083,87,1,84.63,5
4425,5280,150,1,181.60,0
4426,872,46,5,252.91,15
4427,3769,285,1,258.56,15
4428,6931,35,5,335.83,0
4429,9435,39,3,49.89,0
4430,2396,195,2,282.87,10
4431,6950,141,3,53.20,0
4432,4649,222,5,345.59,0
4433,6435,107,3,65.37,15
4434,6404,224,3,8.13,5
4435,9682,84,5,124.05,10
4436,8234,72,1,370.40,0
4437,9190,287,5,257.71,10
4438,2357,94,5,66.86,15
4439,8645,112,2,121.23,0
4440,5289,172,1,43.91,0
4441,282,7,3,263.49,10
4442,1654,169,1,65.85,15
4443,4578,265,4,366.02,15
4444,2193,276,3,342.04,15
4445,7165,294,5,200.35,15
4446,7587,234,3,268.61,5
4447,5446,225,3,338.57,10
4448,3936,8,3,357.93,10
4449,6412,129,5,265.34,0
4450,1660,238,2,200.57,5
4451,1926,101,3,167.15,15
4452,3395,51,4,340.30,10
4453,673,114,5,156.49,10
4454,1978,195,1,282.87,15
4455,6244,258,5,171.69,15
4456,9692,25,4,157.60,0
4457,6466,160,3,132.63,5
4458,2369,37,3,258.60,10
4459,1907,2,4,340.09,0
4460,3362,254,1,396.05,0
4461,8785,241,5,101.41,0
4462,8256,251,1,113.15,0
4463,1256,36,4,229.35,15
4464,1126,279,5,313.02,0
4465,1830,28,4,82.43,5
4466,694,33,1,330.23,0
4467,2165,297,4,30.06,5
4468,619,18,4,318.44,0
4469,7127,153,1,174.41,10
4470,8552,11,4,176.97,15
4471,3672,62,2,78.99,10
4472,3960,74,5,224.24,0
4473,4251,15,3,254.29,0
4474,372,19,5,20.40,15
4475,5121,223,2,23.99,0
4476,3812,119,5,86.31,15
4477,7338,62,4,78.99,0
4478,7956,276,3,342.04,0
4479,6090,135,4,387.74,5
4480,3953,7,3,263.49,5
4481,7351,291,2,25.51,10
4482,2363,300,3,60.59,0
4483,5444,262,5,265.12,15
4484,5,111,5,225.30,0
4485,8628,143,2,374.36,5
4486,3598,222,1,345.59,15
4487,7940,64,4,245.58,0
4488,2958,199,4,378.96,5
4489,2725,14,3,106.54,0
4490,4863,16,2,386.04,5
4491,4912,121,5,251.05,0
4492,239,167,1,245.05,0
4493,9583,251,2,113.15,15
4494,9021,275,2,59.35,15
4495,427,195,1,282.87,0
4496,9497,126,5,68.11,0
4497,3634,107,1,65.37,0
4498,161,26,4,122.89,15
4499,8413,31,4,136.27,0
4500,6315,186,4,146.92,10
4501,2269,93,2,28.93,0
4502,191,292,5,136.17,5
4503,6300,247,3,202.30,0
4504,8418,270,3,246.69,0
4505,2637,106,5,66.50,0
4506,1747,219,3,30.27,10
4507,4028,108,3,261.20,10
4508,2837,185,1,48.99,5
4509,2935,87,4,84.63,0
4510,453,192,5,90.00,0
4511,9775,2,4,340.09,0
4512,3236,290,2,25.70,0
4513,5313,235,4,43.63,5
4514,965,243,5,297.01,5
4515,6411,236,1,383.46,10
4516,7736,18,4,318.44,0
4517,774,132,1,356.02,0
4518,8876,20,2,344.16,0
4519,4127,10,4,228.01,5
4520,876,155,3,190.98,0
4521,2380,114,1,156.49,10
4522,9396,241,4,101.41,15
4523,9459,10,4,228.01,0
4524,7683,290,2,25.70,15
4525,7118,262,5,265.12,0
4526,7389,183,5,78.33,0
4527,8695,245,4,310.10,0
4528,2813,13,4,97.73,5
4529,2863,230,1,323.29,5
4530,6125,34,3,297.79,5
4531,1166,78,2,33.23,10
4532,2249,251,5,113.15,10
4533,3047,190,4,22.53,0
4534,6637,262,5,265.12,15
4535,2665,217,1,395.04,0
4536,2267,89,3,285.99,5
4537,3942,209,2,188.28,0
4538,8858,265,3,366.02,5
4539,3023,116,2,368.79,5
4540,1822,255,3,339.07,0
4541,5691,97,5,234.59,0
4542,2642,34,2,297.79,10
4543,6395,250,3,178.43,0
4544,896,286,4,362.28,10
4545,9343,6,5,190.26,10
4546,8310,94,2,66.86,0
4547,9590,9,5,150.86,5
4548,7247,10,2,228.01,0
4549,7204,35,2,335.83,0
4550,1863,93,5,28.93,0
4551,4067,213,1,37.84,10
4552,7510,77,2,338.07,15
4553,4117,112,2,121.23,0
4554,680,198,2,116.63,0
4555,3219,216,1,301.09,10
4556,7226,241,1,101.41,5
4557,4409,156,5,344.64,10
4558,3119,32,4,318.14,0
4559,6203,104,3,188.19,5
4560,4078,59,1,213.06,15
4561,6432,202,2,268.66,0
4562,5912,198,4,116.63,5
4563,6852,277,2,219.37,0
4564,6294,97,1,234.59,10
4565,2889,273,1,341.96,0
4566,422,193,4,85.60,5
4567,162,46,3,252.91,0
4568,9011,164,4,395.54,15
4569,3970,140,2,120.30,10
4570,7776,3,4,369.07,5
4571,5809,147,4,344.67,0
4572,4976,250,5,178.43,10
4573,9391,256,2,343.78,5
4574,9871,32,3,318.14,10
4575,8114,274,1,53.21,5
4576,6396,253,5,286.72,10
4577,9808,82,3,278.93,0
4578,4272,73,1,222.38,0
4579,2475,246,4,62.04,0
4580,6291,205,2,150.21,10
4581,3915,165,5,273.91,0
4582,1772,133,5,47.71,10
4583,3355,178,3,308.38,15
4584,8376,73,1,222.38,5
4585,6750,183,1,78.33,15
4586,7860,179,5,237.43,0
4587,4438,287,5,257.71,0
4588,3800,144,5,321.56,0
4589,7024,127,1,126.84,0
4590,8150,168,1,156.48,15
4591,8259,18,5,318.44,10
4592,4933,86,3,365.04,0
4593,4635,196,5,160.55,10
4594,3124,221,1,33.76,0
4595,8471,297,1,30.06,10
4596,8444,204,4,197.94,0
4597,6643,189,3,299.32,5
4598,4183,285,2,258.56,0
4599,1028,188,2,61.43,0
4600,8246,133,3,47.71,0
4601,5096,195,5,282.87,15
4602,1492,299,4,277.33,15
4603,3243,243,4,297.01,0
4604,8405,140,5,120.30,0
4605,8146,237,2,199.63,5
4606,4015,218,1,385.74,0
4607,1200,172,1,43.91,0
4608,596,251,1,113.15,0
4609,8169,255,5,339.07,5
4610,627,201,3,68.26,15
4611,6842,73,5,222.38,0
4612,1728,117,2,350.39,15
4613,7242,5,3,235.25,5
4614,4053,109,5,97.22,0
4615,9492,142,4,249.44,0
4616,1786,175,3,372.30,15
4617,8617,135,3,387.74,0
4618,6926,178,4,308.38,5
4619,6598,228,4,335.11,10
4620,9005,4,3,296.68,10
4621,891,6,5,190.26,0
4622,9203,94,3,66.86,15
4623,2472,279,3,313.02,10
4624,3324,92,2,50.16,15
4625,3624,292,3,136.17,0
4626,832,68,4,277.33,0
4627,2019,96,1,264.06,10
4628,6117,242,1,67.91,0
4629,3335,5,4,235.25,0
4630,796,244,5,146.67,0
4631,6419,135,3,387.74,0
4632,2065,202,4,268.66,0
4633,7059,176,1,367.34,5
4634,875,257,5,63.30,0
4635,4795,176,3,367.34,0
4636,3078,34,4,297.79,0
4637,1364,28,2,82.43,0
4638,2177,28,1,82.43,0
4639,8247,7,1,263.49,0
4640,6235,262,5,265.12,5
4641,5694,258,3,171.69,0
4642,1558,135,4,387.74,15
4643,6855,60,5,275.96,0
4644,8254,8,4,357.93,0
4645,8033,129,4,265.34,10
4646,6752,50,3,311.33,10
4647,5099,276,5,342.04,0
4648,9744,182,5,183.61,10
4649,7311,239,3,320.95,0
4650,3788,90,5,206.30,0
4651,3038,96,2,264.06,10
4652,4875,64,3,245.58,0
4653,239,233,3,245.00,15
4654,5713,147,1,344.67,0
4655,8757,232,1,182.33,5
4656,3721,241,2,101.41,10
4657,6269,20,1,344.16,15
4658,2693,282,4,381.21,0
4659,9580,199,2,378.96,5
4660,9513,191,5,226.42,15
4661,4410,197,3,208.34,0
4662,5999,7,2,263.49,0
4663,17,148,4,119.97,10
4664,7298,58,5,218.95,10
4665,6183,110,2,326.74,5
4666,2502,48,3,72.09,0
4667,6178,15,2,254.29,15
4668,1678,148,4,119.97,0
4669,772,168,2,156.48,15
4670,8168,98,3,115.13,5
4671,5213,71,4,167.32,0
4672,9839,190,2,22.53,0
4673,4160,259,1,201.35,15
4674,9172,265,2,366.02,5
4675,3279,51,4,340.30,10
4676,5425,109,1,97.22,15
4677,104,129,4,265.34,10
4678,9531,187,4,234.45,0
4679,2947,56,5,372.10,0
4680,8597,253,2,286.72,0
4681,1840,154,5,343.92,0
4682,1660,1,4,281.65,0
4683,9857,41,3,89.26,0
4684,6736,231,2,64.44,5
4685,2881,145,3,94.23,5
4686,5982,178,5,308.38,15
4687,718,191,5,226.42,0
4688,1520,233,3,245.00,10
4689,8999,126,1,68.11,10
4690,5236,65,1,76.41,0
4691,1544,280,2,319.72,15
4692,1341,294,2,200.35,0
4693,5653,5,2,235.25,0
4694,8337,138,3,331.78,0
4695,4252,21,2,299.77,0
4696,3611,12,3,161.29,10
4697,8032,52,5,51.91,10
4698,3462,39,4,49.89,15
4699,7241,71,2,167.32,0
4700,6445,63,5,199.37,10
4701,8462,37,1,258.60,0
4702,7931,2,1,340.09,10
4703,8248,291,3,25.51,10
4704,7820,129,3,265.34,10
4705,6038,107,1,65.37,0
4706,9171,6,5,190.26,5
4707,3279,109,3,97.22,0
4708,4481,25,4,157.60,10
4709,2392,248,4,149.84,5
4710,9408,157,4,87.60,0
4711,6566,183,4,78.33,5
4712,2037,229,5,324.76,5
4713,4167,262,3,265.12,0
4714,7222,222,5,345.59,10
4715,3237,85,5,114.41,5
4716,7177,280,1,319.72,15
4717,1028,97,2,234.59,0
4718,9419,202,2,268.66,10
4719,1380,59,5,213.06,0
4720,8736,24,2,74.40,15
4721,5852,257,3,63.30,0
4722,2179,285,2,258.56,0
4723,4121,194,5,212.39,10
4724,5226,219,2,30.27,5
4725,9269,4,2,296.68,0
4726,2005,63,5,199.37,10
4727,5270,223,2,23.99,15
4728,2304,231,5,64.44,15
4729,2689,93,5,28.93,0
4730,6035,117,4,350.39,10
4731,6331,141,1,53.20,15
4732,420,124,2,320.32,5
4733,3050,236,2,383.46,5
4734,7360,212,1,324.30,0
4735,8238,300,1,60.59,0
4736,1059,299,5,277.33,0
4737,6329,117,5,350.39,0
4738,6642,274,5,53.21,10
4739,3260,116,5,368.79,10
4740,3405,69,4,156.10,5
4741,4218,58,1,218.95,10
4742,991,168,5,156.48,5
4743,3768,94,3,66.86,5
4744,5748,195,4,282.87,15
4745,358,231,3,64.44,10
4746,3359,258,4,171.69,15
4747,905,192,1,90.00,5
4748,5531,124,3,320.32,15
4749,4120,192,5,90.00,10
4750,5467,98,3,115.13,15
4751,4070,74,4,224.24,0
4752,9349,15,3,254.29,5
4753,6998,291,3,25.51,10
4754,7211,191,2,226.42,0
4755,767,12,1,161.29,15
4756,5563,137,1,288.60,0
4757,8841,120,5,388.54,5
4758,4416,40,2,226.87,10
4759,4037,199,2,378.96,10
4760,1836,20,2,344.16,0
4761,3709,264,2,38.50,15
4762,5248,67,4,134.74,10
4763,1080,185,1,48.99,0
4764,4395,172,3,43.91,0
4765,8052,150,2,181.60,0
4766,5676,271,4,327.62,0
4767,7440,250,2,178.43,0
4768,7912,29,5,34.87,0
4769,6039,18,1,318.44,0
4770,4766,96,3,264.06,0
4771,5001,277,1,219.37,10
4772,7676,136,5,222.85,15
4773,7533,12,5,161.29,10
4774,7102,140,5,120.30,15
4775,2226,255,3,339.07,0
4776,1517,272,3,120.04,0
4777,787,19,3,20.40,0
4778,8311,48,4,72.09,10
4779,5989,92,3,50.16,0
4780,1110,261,5,297.20,0
4781,1626,193,3,85.60,5
4782,7754,26,3,122.89,0
4783,6095,225,3,338.57,10
4784,4679,142,1,249.44,0
4785,6687,88,5,42.74,0
4786,4495,102,5,102.20,15
4787,8024,248,2,149.84,10
4788,9773,43,1,232.40,0
4789,4965,256,4,343.78,15
4790,5237,185,3,48.99,5
4791,6303,198,4,116.63,10
4792,5030,192,2,90.00,0
4793,7005,281,1,263.43,15
4794,3124,162,4,270.73,0
4795,9021,37,5,258.60,5
4796,6309,46,2,252.91,0
4797,2127,217,3,395.04,5
4798,4354,169,3,65.85,10
4799,6029,284,3,111.58,15
4800,3267,86,5,365.04,0
4801,7900,172,5,43.91,0
4802,3536,68,1,277.33,5
4803,132,66,1,206.27,10
4804,7316,175,2,372.30,15
4805,2643,111,2,225.30,0
4806,5607,100,5,371.65,5
4807,8151,11,1,176.97,0
4808,9000,22,1,193.70,5
4809,2311,24,3,74.40,0
4810,1137,293,3,58.98,0
4811,6106,56,3,372.10,0
4812,7023,108,3,261.20,0
4813,6683,219,2,30.27,10
4814,5004,5,4,235.25,0
4815,1181,292,2,136.17,5
4816,7204,2,3,340.09,15
4817,6852,28,1,82.43,5
4818,5875,292,2,136.17,0
4819,4658,232,4,182.33,0
4820,4178,120,2,388.54,0
4821,4412,172,3,43.91,10
4822,2974,153,4,174.41,0
4823,4249,76,3,297.26,0
4824,4843,35,1,335.83,0
4825,5083,235,4,43.63,15
4826,9234,79,5,19.52,0
4827,6588,25,3,157.60,5
4828,4319,95,3,69.49,5
4829,380,178,2,308.38,5
4830,7988,161,1,291.83,15
4831,889,200,3,67.84,0
4832,793,225,2,338.57,0
4833,7476,270,3,246.69,0
4834,1053,289,1,90.69,15
4835,7253,183,2,78.33,0
4836,8207,220,2,131.34,5
4837,9369,27,1,65.87,15
4838,7631,21,1,299.77,0
4839,205,89,3,285.99,0
4840,7184,177,5,218.39,10
4841,2340,247,5,202.30,0
4842,1614,103,1,252.38,15
4843,4946,254,1,396.05,15
4844,7697,142,3,249.44,0
4845,9771,113,4,75.33,0
4846,7300,99,1,283.04,5
4847,4393,241,1,101.41,0
4848,5665,10,2,228.01,0
4849,1827,58,2,218.95,0
4850,7110,169,3,65.85,10
4851,9551,226,5,348.65,10
4852,5152,182,1,183.61,5
4853,2499,26,3,122.89,0
4854,9349,73,4,222.38,15
4855,7578,131,3,91.11,5
4856,4811,233,5,245.00,10
4857,3310,225,2,338.57,0
4858,1739,39,4,49.89,0
4859,7211,45,3,382.91,15
4860,1675,253,4,286.72,10
4861,1631,101,1,167.15,0
4862,5780,237,1,199.63,10
4863,4039,62,5,78.99,0
4864,7431,20,5,344.16,5
4865,6600,131,2,91.11,5
4866,8026,98,1,115.13,15
4867,9916,297,2,30.06,0
4868,8939,258,3,171.69,10
4869,6500,263,4,116.93,10
4870,7574,214,2,163.02,5
4871,3213,299,4,277.33,5
4872,5709,15,3,254.29,0
4873,7386,94,2,66.86,0
4874,6052,95,3,69.49,0
4875,1040,83,2,80.10,15
4876,103,297,4,30.06,0
4877,8394,183,2,78.33,0
4878,5281,128,4,220.39,5
4879,2638,18,2,318.44,0
4880,8540,145,4,94.23,15
4881,3009,205,2,150.21,15
4882,6685,106,5,66.50,0
4883,976,66,4,206.27,15
4884,3885,283,4,390.13,10
4885,5994,202,3,268.66,10
4886,2275,32,2,318.14,0
4887,8756,67,1,134.74,5
4888,6183,170,3,67.45,0
4889,5416,60,2,275.96,5
4890,206,14,4,106.54,0
4891,848,207,4,326.57,15
4892,6053,203,2,6.30,10
4893,8926,164,4,395.54,15
4894,1729,287,4,257.71,0
4895,8214,233,4,245.00,15
4896,1272,297,5,30.06,0
4897,9430,105,2,338.11,10
4898,912,47,1,202.34,5
4899,4050,128,4,220.39,0
4900,5757,78,1,33.23,5
4901,2854,64,3,245.58,5
4902,687,31,4,136.27,0
4903,9770,137,3,288.60,10
4904,1897,82,3,278.93,0
4905,2975,271,2,327.62,5
4906,7119,43,1,232.40,0
4907,5119,154,3,343.92,10
4908,2648,81,5,191.34,0
4909,2427,268,2,226.31,0
4910,47,36,3,229.35,10
4911,5193,231,5,64.44,15
4912,9115,74,3,224.24,5
4913,631,60,5,275.96,15
4914,6168,187,3,234.45,0
4915,2021,45,4,382.91,0
4916,2200,84,3,124.05,0
4917,2948,152,5,359.63,10
4918,6245,196,3,160.55,5
4919,816,223,5,23.99,10
4920,1163,62,5,78.99,0
4921,9675,155,4,190.98,15
4922,2605,187,4,234.45,0
4923,4,264,2,38.50,0
4924,526,57,2,140.14,0
4925,9410,292,1,136.17,10
4926,1660,213,2,37.84,0
4927,4590,225,5,338.57,5
4928,3044,246,4,62.04,0
4929,8310,151,5,214.50,0
4930,5670,216,4,301.09,5
4931,4936,181,3,259.05,15
4932,9551,288,5,66.37,0
4933,4573,110,4,326.74,0
4934,6755,275,2,59.35,10
4935,5784,110,3,326.74,0
4936,310,222,2,345.59,0
4937,9444,173,2,178.93,15
4938,3866,236,5,383.46,0
4939,9278,31,2,136.27,10
4940,9131,20,4,344.16,0
4941,3905,183,2,78.33,0
4942,4543,24,1,74.40,5
4943,4158,23,5,393.39,0
4944,9003,151,4,214.50,0
4945,5383,211,1,323.51,15
4946,1145,62,2,78.99,5
